node,community,total_degree,weighted_total_degree,total_degree_in_group,weighted_total_degree_in_group,total_degree_between,weighted_total_degree_between,in_group_ratio,internal_strength_fraction,k_core_all,s_core_all,undirected_reach_2,total_degree_normalized,ego_density,density_clustering_coefficient,barrat_weighted_clustering,modularity_vitality_hub,modularity_vitality_bridge,undirected_reach_2_normalized
USSMiguelKeith,8,1,53.0,1,53.0,0,0.0,1.0,1.0,1,50,2,0.00032731202717307397,1.0,0.0,0.0,0.0016454785598493116,0.0,3.0637254901960784e-5
SideBySideAt75,10,5,43.0,5,43.0,0,0.0,1.0,1.0,3,27,167,0.0002655550409140034,0.6666666666666666,0.3333333333333333,0.5465116279069767,0.0,0.000280431820747995,0.0025582107843137255
ModernandMultiCapablePHNavy,1,5,53.0,3,41.0,2,12.0,0.6,0.7735849056603774,4,43,87,0.00032731202717307397,0.7333333333333333,0.4,0.7264150943396226,0.000537593575620332,0.0,0.0013327205882352942
Pilots,2,18,126.0,14,98.0,4,28.0,0.7777777777777778,0.7777777777777778,18,67,151,0.0007781380268642891,1.0,0.8947368421052632,1.0,0.0006957919452212913,0.0,0.0023131127450980392
Philippine,1,12,111.0,8,75.0,4,36.0,0.6666666666666666,0.6756756756756757,5,59,152,0.0006855025474756832,0.38461538461538464,0.23076923076923078,0.2588042588042588,0.00023872870132912727,0.0,0.0023284313725490196
AFP,2,3,117.0,3,117.0,0,0.0,1.0,1.0,3,61,40,0.0007225567392311255,1.0,0.5,1.0,0.002735203836567557,0.0,0.0006127450980392157
Deterrence,2,9,140.0,7,110.0,2,30.0,0.7777777777777778,0.7857142857142857,6,65,82,0.0008645978076269878,0.7555555555555555,0.5555555555555556,0.7785714285714286,0.0008668106846632107,0.0,0.0012561274509803922
PatriotMissileSystem,3,2,202.0,2,202.0,0,0.0,1.0,1.0,2,77,30,0.0012474911224332253,1.0,0.3333333333333333,1.0,0.005946597993268132,0.0,0.00045955882352941176
SeniorLeadersSeminar2022,4,5,35.0,3,21.0,2,14.0,0.6,0.6,5,40,132,0.00021614945190674695,1.0,0.6666666666666666,1.0,0.0,8.253716092276875e-5,0.002022058823529412
協力,4,10,315.0,8,261.0,2,54.0,0.8,0.8285714285714286,7,85,132,0.0019453450671607225,0.7272727272727273,0.5454545454545454,0.7513227513227513,0.004413630284040959,0.0,0.002022058823529412
